recordID,datasetID,datasetName,dateStart,dateEnd,temporalSpan,temporalSpanOrigin,nr of traps,effort,effortUnit,latitude,longitude,latLonUnit,precisionInMeters, area ,areaUnit,areaOrigin,countryCode,stateProvince,locality,species latin,species english,presence,abundance,original units
177,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Panthera onca,Jaguar,1,2,NOIR
178,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Puma concolor,Puma,1,93,NOIR
179,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Leopardus pardalis,Ocelot,1,22,NOIR
180,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Canis latrans,Coyote,1,29,NOIR
181,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Herpailurus yagouaroundi,Jaguarundi,1,8,NOIR
182,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Eira barbara,Tayra,1,8,NOIR
183,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Leopardus wiedii,Margay,0,0,NOIR
184,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Leopardus tigrinus,Oncilla,1,17,NOIR
185,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Conepatus semistriatus,Striped hog-nosed skunk,1,14,NOIR
186,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Nasua narica,White-nosed coati,1,144,NOIR
187,10,Circadian activity patterns of mammalian predators and prey in Costa Rica,18/06/2012,17/09/2018,2282,C,16,"9,619",camera trap days,9.7068,-83.7793,dec,,0.225,km2,G,Costa Rica,Cartago Province,Tapantí Macizo de la Muerte National Park (PNTMM),Procyon lotor,Raccoon,1,4,NOIR
188,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2006,01/02/2007,215,C,7,"8,448",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Cerdocyon thous,Crab-eating fox,0,0,NOIR
189,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2006,01/02/2007,215,C,7,"8,448",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Leopardus pardalis,Ocelot,1,10,NOIR
190,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2006,01/02/2007,215,C,7,"8,448",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Puma concolor,Puma,1,1,NOIR
191,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2006,01/02/2007,215,C,7,"8,448",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Procyon cancrivorus,Crab-eating raccoon,1,4,NOIR
192,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2006,01/02/2007,215,C,7,"8,448",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Nasua nasua,South American coati,1,3,NOIR
193,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2006,01/02/2007,215,C,7,"8,448",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Eira barbara,Tayra,1,1,NOIR
194,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2009,01/02/2010,215,C,10,6660,camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Cerdocyon thous,Crab-eating fox,1,2,NOIR
195,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2009,01/02/2010,215,C,10,"6,660",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Leopardus pardalis,Ocelot,1,8,NOIR
196,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2009,01/02/2010,215,C,10,"6,660",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Puma concolor,Puma,1,1,NOIR
197,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2009,01/02/2010,215,C,10,"6,660",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Procyon cancrivorus,Crab-eating raccoon,1,1,NOIR
198,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2009,01/02/2010,215,C,10,"6,660",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Nasua nasua,South American coati,0,0,NOIR
199,139,"Comparison of two mammalian surveys made with camera traps in southeastern Brazil, focusing the abundance of wild mammals and domestic dogs",01/07/2009,01/02/2010,215,C,10,"6,660",camera trap hours,-23.239733,-46.952284,dec,,8.39,km2,M,Brazil,Sao Paulo state,Serra do Japi Biological Reserve,Eira barbara,Tayra,0,0,NOIR
200,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Atelocynus microtis,Short-eared dog,0,,RAI
201,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Cerdocyon thous,Crab-eating fox,0,,RAI
202,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Eira barbara,Tayra,1,,RAI
203,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Leopardus pardalis,Ocelot,0,,RAI
204,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Leopardus wiedii,Margay,1,,RAI
205,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Nasua nasua,South American coati,1,,RAI
206,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Nasuella olivacea,Western mountain coati,1,,RAI
207,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Panthera onca,Jaguar,1,,RAI
208,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,13,G,20,241,camera trap days,1°40.232’N,75°54.301’W ,deg,,50.25,km2,C,Colombia,Amazon region,Andakí,Puma concolor,Puma,0,,RAI
209,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Atelocynus microtis,Short-eared dog,0,,RAI
210,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Cerdocyon thous,Crab-eating fox,0,,RAI
211,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Eira barbara,Tayra,0,,RAI
212,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Leopardus pardalis,Ocelot,0,,RAI
213,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Leopardus wiedii,Margay,0,,RAI
214,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Nasua nasua,South American coati,0,,RAI
215,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Nasuella olivacea,Western mountain coati,0,,RAI
216,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Panthera onca,Jaguar,0,,RAI
217,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,7,G,19,103,camera trap days, 0°2.308’S,70°56.693’W,deg,,14.25,km2,C,Colombia,Amazon region,Buenos Aires,Puma concolor,Puma,0,,RAI
218,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Atelocynus microtis,Short-eared dog,0,,RAI
219,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Cerdocyon thous,Crab-eating fox,0,,RAI
220,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Eira barbara,Tayra,1,,RAI
221,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Leopardus pardalis,Ocelot,0,,RAI
222,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Leopardus wiedii,Margay,0,,RAI
223,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Nasua nasua,South American coati,0,,RAI
224,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Nasuella olivacea,Western mountain coati,0,,RAI
225,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Panthera onca,Jaguar,0,,RAI
226,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,13,117,camera trap days,2°2.356’N,72°41.143’W,deg,,10.5,km2,C,Colombia,Amazon region,Calamar,Puma concolor,Puma,0,,RAI
227,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Atelocynus microtis,Short-eared dog,0,,RAI
228,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Cerdocyon thous,Crab-eating fox,0,,RAI
229,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Eira barbara,Tayra,0,,RAI
230,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Leopardus pardalis,Ocelot,1,,RAI
231,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Leopardus wiedii,Margay,0,,RAI
232,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Nasua nasua,South American coati,0,,RAI
233,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Nasuella olivacea,Western mountain coati,0,,RAI
234,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Panthera onca,Jaguar,0,,RAI
235,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,6,G,15,75,camera trap days,3°58.272’N,68°9.227’W,deg,,11.25,km2,C,Colombia,Amazon region,Carrizal,Puma concolor,Puma,0,,RAI
236,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Atelocynus microtis,Short-eared dog,0,,RAI
237,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Cerdocyon thous,Crab-eating fox,0,,RAI
238,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Eira barbara,Tayra,0,,RAI
239,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Leopardus pardalis,Ocelot,0,,RAI
240,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Leopardus wiedii,Margay,0,,RAI
241,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Nasua nasua,South American coati,0,,RAI
242,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Nasuella olivacea,Western mountain coati,0,,RAI
243,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Panthera onca,Jaguar,0,,RAI
244,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,5,G,18,80,camera trap days,1°17.060’N,72°37.000’W,deg,,13.5,km2,C,Colombia,Amazon region,Cerro Campana,Puma concolor,Puma,0,,RAI
245,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Atelocynus microtis,Short-eared dog,0,,RAI
246,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Cerdocyon thous,Crab-eating fox,0,,RAI
247,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Eira barbara,Tayra,1,,RAI
248,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Leopardus pardalis,Ocelot,0,,RAI
249,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Leopardus wiedii,Margay,0,,RAI
250,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Nasua nasua,South American coati,0,,RAI
251,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Nasuella olivacea,Western mountain coati,0,,RAI
252,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Panthera onca,Jaguar,0,,RAI
253,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,11,G,14,154,camera trap days,2°13.882’N,72°29.810’W,deg,,14.25,km2,C,Colombia,Amazon region,El Retorno,Puma concolor,Puma,0,,RAI
254,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Atelocynus microtis,Short-eared dog,0,,RAI
255,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Cerdocyon thous,Crab-eating fox,0,,RAI
256,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Eira barbara,Tayra,0,,RAI
257,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Leopardus pardalis,Ocelot,0,,RAI
258,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Leopardus wiedii,Margay,0,,RAI
259,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Nasua nasua,South American coati,0,,RAI
260,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Nasuella olivacea,Western mountain coati,0,,RAI
261,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Panthera onca,Jaguar,0,,RAI
262,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,8,G,15,64,camera trap days,1°59.293’N,72°53.424’W,deg,,11.25,km2,C,Colombia,Amazon region,Itilla,Puma concolor,Puma,0,,RAI
263,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Atelocynus microtis,Short-eared dog,0,,RAI
264,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Cerdocyon thous,Crab-eating fox,0,,RAI
265,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Eira barbara,Tayra,0,,RAI
266,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Leopardus pardalis,Ocelot,1,,RAI
267,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Leopardus wiedii,Margay,0,,RAI
268,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Nasua nasua,South American coati,1,,RAI
269,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Nasuella olivacea,Western mountain coati,0,,RAI
270,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Panthera onca,Jaguar,0,,RAI
271,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,9,G,18,121,camera trap days,2°33.942’N,72°53.294’W,deg,,13.5,km2,C,Colombia,Amazon region,Lindosa,Puma concolor,Puma,0,,RAI
272,138,Completeness of rapid assessments of medium and large mammal diversity in the northwestern Amazon in Colombia,01/01/2014,01/01/2021,14,G,20,226,camera trap days,4°28.786’N,68°2.598’W,deg,,22.5,km2,C,Colombia,Amazon region,Matavén,Atelocynus microtis,Short-eared dog,0,,RAI
